Text,robot,x1,y1,yaw1,x2,y2,yaw2,x3,y3,yaw3,x4,y4,yaw4,x5,y5,yaw5,x6,y6,yaw6,dt
strafe left,UnitreeGo1,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0,0.5
step sideways to the left,UnitreeGo1,0,-0.45,0,0,-0.65,0,0,-0.8,0,0,-0.85,0,0,-0.8,0,0,-0.65,0,0.55
move quickly to the left,UnitreeGo1,0,-0.7,0,0,-0.9,0,0,-1,0,0,-1,0,0,-0.95,0,0,-0.8,0,0.4
shift left slowly,UnitreeGo1,0,-0.25,0,0,-0.35,0,0,-0.45,0,0,-0.5,0,0,-0.45,0,0,-0.35,0,0.65
continue moving left,UnitreeGo1,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0,0.5
slide to the left,UnitreeGo1,0,-0.5,0,0,-0.7,0,0,-0.85,0,0,-0.9,0,0,-0.85,0,0,-0.7,0,0.5
move sideways left,UnitreeGo1,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0,0.5
take a quick step left,UnitreeGo1,0,-0.7,0,0,-0.9,0,0,-1,0,0,-1,0,0,-0.95,0,0,-0.8,0,0.4
head toward the left,UnitreeGo1,0,-0.5,0,0,-0.7,0,0,-0.85,0,0,-0.9,0,0,-0.85,0,0,-0.7,0,0.5
turn right,UnitreeGo1,0,0,0.55,0,0,0.75,0,0,0.9,0,0,1,0,0,0.95,0,0,0.8,0.45
rotate right,UnitreeGo1,0,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.95,0,0,0.8,0.45
turn clockwise,UnitreeGo1,0,0,0.55,0,0,0.75,0,0,0.9,0,0,0.95,0,0,0.9,0,0,0.75,0.5
turn right quickly,UnitreeGo1,0,0,0.75,0,0,0.95,0,0,1,0,0,1,0,0,1,0,0,0.9,0.4
turn right slowly,UnitreeGo1,0,0,0.25,0,0,0.35,0,0,0.45,0,0,0.5,0,0,0.45,0,0,0.35,0.65
keep turning right,UnitreeGo1,0,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.95,0,0,0.8,0.45
spin to the right,UnitreeGo1,0,0,0.75,0,0,0.95,0,0,1,0,0,1,0,0,1,0,0,0.9,0.4
pivot right,UnitreeGo1,0,0,0.5,0,0,0.7,0,0,0.85,0,0,0.95,0,0,0.9,0,0,0.75,0.5
rotate clockwise quickly,UnitreeGo1,0,0,0.75,0,0,0.95,0,0,1,0,0,1,0,0,1,0,0,0.9,0.4
make a right turn,UnitreeGo1,0,0,0.55,0,0,0.75,0,0,0.9,0,0,1,0,0,0.95,0,0,0.8,0.45
turn left,UnitreeGo1,0,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-1,0,0,-0.95,0,0,-0.8,0.45
rotate left,UnitreeGo1,0,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.95,0,0,-0.8,0.45
turn counterclockwise,UnitreeGo1,0,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0.5
turn left quickly,UnitreeGo1,0,0,-0.75,0,0,-0.95,0,0,-1,0,0,-1,0,0,-1,0,0,-0.9,0.4
turn left slowly,UnitreeGo1,0,0,-0.25,0,0,-0.35,0,0,-0.45,0,0,-0.5,0,0,-0.45,0,0,-0.35,0.65
keep turning left,UnitreeGo1,0,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.95,0,0,-0.8,0.45
spin to the left,UnitreeGo1,0,0,-0.75,0,0,-0.95,0,0,-1,0,0,-1,0,0,-1,0,0,-0.9,0.4
pivot left,UnitreeGo1,0,0,-0.5,0,0,-0.7,0,0,-0.85,0,0,-0.95,0,0,-0.9,0,0,-0.75,0.5
rotate counterclockwise quickly,UnitreeGo1,0,0,-0.75,0,0,-0.95,0,0,-1,0,0,-1,0,0,-1,0,0,-0.9,0.4
make a left turn,UnitreeGo1,0,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-1,0,0,-0.95,0,0,-0.8,0.45
move forward then backward,UnitreeGo1,0.75,0,0,0.95,0,0,0.65,0,0,-0.35,0,0,-0.75,0,0,-0.95,0,0,0.5
walk ahead then reverse,UnitreeGo1,0.65,0,0,0.9,0,0,0.55,0,0,-0.3,0,0,-0.7,0,0,-0.9,0,0,0.5
move backward then forward,UnitreeGo1,-0.75,0,0,-0.95,0,0,-0.65,0,0,0.35,0,0,0.75,0,0,0.95,0,0,0.5
reverse then move ahead,UnitreeGo1,-0.65,0,0,-0.9,0,0,-0.55,0,0,0.3,0,0,0.7,0,0,0.9,0,0,0.5
move forward and turn right,UnitreeGo1,0.5,0,0.3,0.7,0,0.45,0.85,0,0.6,0.9,0,0.75,0.85,0,0.85,0.7,0,0.75,0.45
move forward while turning right,UnitreeGo1,0.5,0,0.35,0.7,0,0.5,0.85,0,0.65,0.95,0,0.8,0.9,0,0.9,0.75,0,0.8,0.45
walk ahead and curve right,UnitreeGo1,0.45,0,0.25,0.65,0,0.4,0.8,0,0.55,0.85,0,0.65,0.8,0,0.7,0.65,0,0.6,0.5
move forward and turn left,UnitreeGo1,0.5,0,-0.3,0.7,0,-0.45,0.85,0,-0.6,0.9,0,-0.75,0.85,0,-0.85,0.7,0,-0.75,0.45
move forward while turning left,UnitreeGo1,0.5,0,-0.35,0.7,0,-0.5,0.85,0,-0.65,0.95,0,-0.8,0.9,0,-0.9,0.75,0,-0.8,0.45
walk ahead and curve left,UnitreeGo1,0.45,0,-0.25,0.65,0,-0.4,0.8,0,-0.55,0.85,0,-0.65,0.8,0,-0.7,0.65,0,-0.6,0.5
move backward while turning right,UnitreeGo1,-0.5,0,0.35,-0.7,0,0.5,-0.85,0,0.65,-0.95,0,0.8,-0.9,0,0.9,-0.75,0,0.8,0.45
reverse and curve right,UnitreeGo1,-0.45,0,0.25,-0.65,0,0.4,-0.8,0,0.55,-0.85,0,0.65,-0.8,0,0.7,-0.65,0,0.6,0.5
move backward while turning left,UnitreeGo1,-0.5,0,-0.35,-0.7,0,-0.5,-0.85,0,-0.65,-0.95,0,-0.8,-0.9,0,-0.9,-0.75,0,-0.8,0.45
reverse and curve left,UnitreeGo1,-0.45,0,-0.25,-0.65,0,-0.4,-0.8,0,-0.55,-0.85,0,-0.65,-0.8,0,-0.7,-0.65,0,-0.6,0.5
move forward turn right then move backward,UnitreeGo1,0.7,0,0.35,0.9,0,0.55,0.6,0,0.45,-0.35,0,0.3,-0.7,0,0.15,-0.9,0,0,0.5
move forward turn left then move backward,UnitreeGo1,0.7,0,-0.35,0.9,0,-0.55,0.6,0,-0.45,-0.35,0,-0.3,-0.7,0,-0.15,-0.9,0,0,0.5
move backward turn right then move forward,UnitreeGo1,-0.7,0,0.35,-0.9,0,0.55,-0.6,0,0.45,0.35,0,0.3,0.7,0,0.15,0.9,0,0,0.5
move backward turn left then move forward,UnitreeGo1,-0.7,0,-0.35,-0.9,0,-0.55,-0.6,0,-0.45,0.35,0,-0.3,0.7,0,-0.15,0.9,0,0,0.5
move forward then turn right,UnitreeGo1,0.65,0,0,0.9,0,0,0.9,0,0,0.45,0,0.35,0.15,0,0.7,0,0,0.95,0.5
move forward then turn left,UnitreeGo1,0.65,0,0,0.9,0,0,0.9,0,0,0.45,0,-0.35,0.15,0,-0.7,0,0,-0.95,0.5
move backward then turn right,UnitreeGo1,-0.65,0,0,-0.9,0,0,-0.9,0,0,-0.45,0,0.35,-0.15,0,0.7,0,0,0.95,0.5
move backward then turn left,UnitreeGo1,-0.65,0,0,-0.9,0,0,-0.9,0,0,-0.45,0,-0.35,-0.15,0,-0.7,0,0,-0.95,0.5
move right then turn right,UnitreeGo1,0,0.6,0,0,0.85,0,0,0.85,0,0,0.45,0.35,0,0.15,0.7,0,0,0.95,0.5
move left then turn left,UnitreeGo1,0,-0.6,0,0,-0.85,0,0,-0.85,0,0,-0.45,-0.35,0,-0.15,-0.7,0,0,-0.95,0.5
move right then move forward,UnitreeGo1,0,0.6,0,0,0.85,0,0,0.75,0,0.35,0.3,0,0.7,0.65,0,0.9,0.5,0,0.5
move left then move forward,UnitreeGo1,0,-0.6,0,0,-0.85,0,0,-0.75,0,0.35,-0.3,0,0.7,-0.65,0,0.9,0,0,0.5
move right then move backward,UnitreeGo1,0,0.6,0,0,0.85,0,0,0.75,0,-0.35,0.3,0,-0.7,-0.65,0,-0.9,0,0,0.5
move left then move backward,UnitreeGo1,0,-0.6,0,0,-0.85,0,0,-0.75,0,-0.35,-0.3,0,-0.7,0.65,0,-0.9,0,0,0.5
move in a forward zigzag,UnitreeGo1,0.65,0.35,0,0.8,-0.35,0,0.95,0.45,0,0.95,-0.45,0,0.8,0.35,0,0.65,-0.35,0,0.45
zigzag forward quickly,UnitreeGo1,0.8,0.5,0,1,-0.5,0,1,0.6,0,1,-0.6,0,1,0.5,0,0.8,-0.5,0,0.4
move in a backward zigzag,UnitreeGo1,-0.65,0.35,0,-0.8,-0.35,0,-0.95,0.45,0,-0.95,-0.45,0,-0.8,0.35,0,-0.65,-0.35,0,0.45
zigzag backward slowly,UnitreeGo1,-0.35,0.25,0,-0.45,-0.25,0,-0.55,0.3,0,-0.55,-0.3,0,-0.45,0.25,0,-0.35,-0.25,0,0.65
move in a clockwise circle,UnitreeGo1,0.55,0,0.5,0.7,0,0.65,0.85,0,0.8,0.85,0,0.8,0.7,0,0.65,0.55,0,0.5,0.45
move in a counterclockwise circle,UnitreeGo1,0.55,0,-0.5,0.7,0,-0.65,0.85,0,-0.8,0.85,0,-0.8,0.7,0,-0.65,0.55,0,-0.5,0.45
make a wide right arc,UnitreeGo1,0.7,0,0.25,0.85,0,0.3,0.95,0,0.35,0.95,0,0.35,0.85,0,0.3,0.7,0,0.25,0.5
make a sharp right arc,UnitreeGo1,0.4,0,0.65,0.5,0,0.8,0.6,0,0.95,0.6,0,0.95,0.5,0,0.8,0.4,0,0.65,0.45
make a wide left arc,UnitreeGo1,0.7,0,-0.25,0.85,0,-0.3,0.95,0,-0.35,0.95,0,-0.35,0.85,0,-0.3,0.7,0,-0.25,0.5
make a sharp left arc,UnitreeGo1,0.4,0,-0.65,0.5,0,-0.8,0.6,0,-0.95,0.6,0,-0.95,0.5,0,-0.8,0.4,0,-0.65,0.45
move diagonally forward right,UnitreeGo1,0.5,0.4,0,0.7,0.55,0,0.85,0.7,0,0.95,0.75,0,0.85,0.7,0,0.7,0.55,0,0.5
move diagonally forward left,UnitreeGo1,0.5,-0.4,0,0.7,-0.55,0,0.85,-0.7,0,0.95,-0.75,0,0.85,-0.7,0,0.7,-0.55,0,0.5
move diagonally backward right,UnitreeGo1,-0.5,0.4,0,-0.7,0.55,0,-0.85,0.7,0,-0.95,0.75,0,-0.85,0.7,0,-0.7,0.55,0,0.5
move diagonally backward left,UnitreeGo1,-0.5,-0.4,0,-0.7,-0.55,0,-0.85,-0.7,0,-0.95,-0.75,0,-0.85,-0.7,0,-0.7,-0.55,0,0.5
turn right then move forward,UnitreeGo1,0,0,0.6,0,0,0.9,0,0,0.9,0.3,0,0.55,0.65,0,0.25,0.9,0,0,0.5
turn left then move forward,UnitreeGo1,0,0,-0.6,0,0,-0.9,0,0,-0.9,0.3,0,-0.55,0.65,0,-0.25,0.9,0,0,0.5
turn right then move backward,UnitreeGo1,0,0,0.6,0,0,0.9,0,0,0.9,-0.3,0,0.55,-0.65,0,0.25,-0.9,0,0,0.5
turn left then move backward,UnitreeGo1,0,0,-0.6,0,0,-0.9,0,0,-0.9,-0.3,0,-0.55,-0.65,0,-0.25,-0.9,0,0,0.5
move forward then stop,UnitreeGo1,0.7,0,0,0.95,0,0,0.95,0,0,0.6,0,0,0.25,0,0,0,0,0,0.45
move backward then stop,UnitreeGo1,-0.7,0,0,-0.95,0,0,-0.95,0,0,-0.6,0,0,-0.25,0,0,0,0,0,0.45
move right then stop,UnitreeGo1,0,0.65,0,0,0.9,0,0,0.95,0,0,0.6,0,0,0.25,0,0,0,0,0.45
move left then stop,UnitreeGo1,0,-0.65,0,0,-0.9,0,0,-0.95,0,0,-0.6,0,0,-0.25,0,0,0,0,0.45
turn right then stop,UnitreeGo1,0,0,0.7,0,0,0.95,0,0,1,0,0,0.65,0,0,0.25,0,0,0,0.45
turn left then stop,UnitreeGo1,0,0,-0.7,0,0,-0.95,0,0,-1,0,0,-0.65,0,0,-0.25,0,0,0,0.45
move forward right then turn left,UnitreeGo1,0.55,0.4,0,0.75,0.55,0,0.85,0.5,-0.2,0.7,0.3,-0.45,0.45,0,-0.75,0.15,0,-0.95,0.5
move forward left then turn right,UnitreeGo1,0.55,-0.4,0,0.75,-0.55,0,0.85,-0.5,0.2,0.7,-0.3,0.45,0.45,0,0.75,0.15,0,0.95,0.5
turn right move forward then turn left,UnitreeGo1,0,0,0.65,0.3,0,0.5,0.65,0,0.25,0.9,0,0,0.65,0,-0.35,0.3,0,-0.75,0.5
turn left move forward then turn right,UnitreeGo1,0,0,-0.65,0.3,0,-0.5,0.65,0,-0.25,0.9,0,0,0.65,0,0.35,0.3,0,0.75,0.5
move forward strafe right then turn right,UnitreeGo1,0.65,0,0,0.9,0,0,0.55,0.45,0,0.3,0.75,0,0,0.45,0.45,0,0,0.9,0.5
move forward strafe left then turn left,UnitreeGo1,0.65,0,0,0.9,0,0,0.55,-0.45,0,0.3,-0.75,0,0,-0.45,-0.45,0,0,-0.9,0.5
move right turn left then move forward,UnitreeGo1,0,0.6,0,0,0.85,0,0,0.45,-0.35,0.2,0.15,-0.7,0.55,0,-0.35,0.9,0,0,0.5
move left turn right then move forward,UnitreeGo1,0,-0.6,0,0,-0.85,0,0,-0.45,0.35,0.2,-0.15,0.7,0.55,0,0.35,0.9,0,0,0.5
walk forward fast then slow down,UnitreeGo1,1,0,0,1,0,0,0.95,0,0,0.75,0,0,0.5,0,0,0.3,0,0,0.4
walk backward fast then slow down,UnitreeGo1,-1,0,0,-1,0,0,-0.95,0,0,-0.75,0,0,-0.5,0,0,-0.3,0,0,0.4
turn right fast then slow down,UnitreeGo1,0,0,1,0,0,1,0,0,0.95,0,0,0.75,0,0,0.5,0,0,0.3,0.4
turn left fast then slow down,UnitreeGo1,0,0,-1,0,0,-1,0,0,-0.95,0,0,-0.75,0,0,-0.5,0,0,-0.3,0.4
accelerate forward,UnitreeGo1,0.25,0,0,0.4,0,0,0.6,0,0,0.75,0,0,0.9,0,0,1,0,0,0.45
accelerate backward,UnitreeGo1,-0.25,0,0,-0.4,0,0,-0.6,0,0,-0.75,0,0,-0.9,0,0,-1,0,0,0.45
accelerate into a right turn,UnitreeGo1,0.25,0,0.2,0.4,0,0.35,0.55,0,0.5,0.7,0,0.65,0.85,0,0.8,1,0,0.95,0.45
accelerate into a left turn,UnitreeGo1,0.25,0,-0.2,0.4,0,-0.35,0.55,0,-0.5,0.7,0,-0.65,0.85,0,-0.8,1,0,-0.95,0.45
make a quick right left zigzag,UnitreeGo1,0,0.7,0,0,-0.7,0,0,0.85,0,0,-0.85,0,0,0.75,0,0,-0.75,0,0.4
make a quick left right zigzag,UnitreeGo1,0,-0.7,0,0,0.7,0,0,-0.85,0,0,0.85,0,0,-0.75,0,0,0.75,0,0.4
turn right while moving sideways right,UnitreeGo1,0,0.45,0.45,0,0.6,0.6,0,0.75,0.75,0,0.85,0.9,0,0.8,0.85,0,0.65,0.7,0.45
turn left while moving sideways left,UnitreeGo1,0,-0.45,-0.45,0,-0.6,-0.6,0,-0.75,-0.75,0,-0.85,-0.9,0,-0.8,-0.85,0,-0.65,-0.7,0.45
move sideways right then sideways left,UnitreeGo1,0,0.65,0,0,0.9,0,0,0.55,0,0,-0.35,0,0,-0.75,0,0,-0.95,0,0.5
move sideways left then sideways right,UnitreeGo1,0,-0.65,0,0,-0.9,0,0,-0.55,0,0,0.35,0,0,0.75,0,0,0.95,0,0.5
move forward turn right and stop,UnitreeGo1,0.6,0,0.3,0.8,0,0.5,0.85,0,0.7,0.6,0,0.7,0.25,0,0.35,0,0,0,0.5
move forward turn left and stop,UnitreeGo1,0.6,0,-0.3,0.8,0,-0.5,0.85,0,-0.7,0.6,0,-0.7,0.25,0,-0.35,0,0,0,0.5
move forward,UnitreeGo2,0.6,0,0,0.8,0,0,0.95,0,0,0.95,0,0,0.85,0,0,0.7,0,0,0.45
walk forward,UnitreeGo2,0.65,0,0,0.85,0,0,1,0,0,1,0,0,0.9,0,0,0.75,0,0,0.45
go straight ahead,UnitreeGo2,0.55,0,0,0.75,0,0,0.9,0,0,1,0,0,0.9,0,0,0.7,0,0,0.5
move ahead quickly,UnitreeGo2,0.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.85,0,0,0.4
walk ahead steadily,UnitreeGo2,0.6,0,0,0.75,0,0,0.85,0,0,0.85,0,0,0.8,0,0,0.7,0,0,0.55
advance forward,UnitreeGo2,0.6,0,0,0.8,0,0,0.95,0,0,0.95,0,0,0.85,0,0,0.7,0,0,0.5
move forward slowly,UnitreeGo2,0.3,0,0,0.4,0,0,0.5,0,0,0.55,0,0,0.5,0,0,0.4,0,0,0.6
walk forward fast,UnitreeGo2,0.85,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.9,0,0,0.4
continue moving forward,UnitreeGo2,0.65,0,0,0.8,0,0,0.9,0,0,0.95,0,0,0.9,0,0,0.8,0,0,0.45
head straight forward,UnitreeGo2,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.9,0,0,0.75,0,0,0.45
move backward,UnitreeGo2,-0.6,0,0,-0.8,0,0,-0.95,0,0,-0.95,0,0,-0.85,0,0,-0.7,0,0,0.45
walk backward,UnitreeGo2,-0.65,0,0,-0.85,0,0,-1,0,0,-1,0,0,-0.9,0,0,-0.75,0,0,0.45
go straight back,UnitreeGo2,-0.55,0,0,-0.75,0,0,-0.9,0,0,-1,0,0,-0.9,0,0,-0.7,0,0,0.5
move backward quickly,UnitreeGo2,-0.8,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-0.85,0,0,0.4
walk backward steadily,UnitreeGo2,-0.6,0,0,-0.75,0,0,-0.85,0,0,-0.85,0,0,-0.8,0,0,-0.7,0,0,0.55
reverse,UnitreeGo2,-0.6,0,0,-0.8,0,0,-0.95,0,0,-0.95,0,0,-0.85,0,0,-0.7,0,0,0.5
move backward slowly,UnitreeGo2,-0.3,0,0,-0.4,0,0,-0.5,0,0,-0.55,0,0,-0.5,0,0,-0.4,0,0,0.6
walk backward fast,UnitreeGo2,-0.85,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-0.9,0,0,0.4
continue moving backward,UnitreeGo2,-0.65,0,0,-0.8,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.8,0,0,0.45
head straight backward,UnitreeGo2,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.9,0,0,-0.75,0,0,0.45
move right,UnitreeGo2,0,0.55,0,0,0.75,0,0,0.9,0,0,0.95,0,0,0.9,0,0,0.75,0,0.45
strafe right,UnitreeGo2,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.95,0,0,0.8,0,0.45
step sideways to the right,UnitreeGo2,0,0.5,0,0,0.7,0,0,0.85,0,0,0.9,0,0,0.85,0,0,0.7,0,0.5
move quickly to the right,UnitreeGo2,0,0.75,0,0,0.95,0,0,1,0,0,1,0,0,1,0,0,0.85,0,0.4
shift right slowly,UnitreeGo2,0,0.3,0,0,0.4,0,0,0.5,0,0,0.55,0,0,0.5,0,0,0.4,0,0.6
continue moving right,UnitreeGo2,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.95,0,0,0.8,0,0.45
slide to the right,UnitreeGo2,0,0.55,0,0,0.75,0,0,0.9,0,0,0.95,0,0,0.9,0,0,0.75,0,0.45
move sideways right,UnitreeGo2,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.95,0,0,0.8,0,0.45
take a quick step right,UnitreeGo2,0,0.75,0,0,0.95,0,0,1,0,0,1,0,0,1,0,0,0.85,0,0.4
head toward the right,UnitreeGo2,0,0.55,0,0,0.75,0,0,0.9,0,0,0.95,0,0,0.9,0,0,0.75,0,0.45
move left,UnitreeGo2,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0,0.45
strafe left,UnitreeGo2,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.95,0,0,-0.8,0,0.45
step sideways to the left,UnitreeGo2,0,-0.5,0,0,-0.7,0,0,-0.85,0,0,-0.9,0,0,-0.85,0,0,-0.7,0,0.5
move quickly to the left,UnitreeGo2,0,-0.75,0,0,-0.95,0,0,-1,0,0,-1,0,0,-1,0,0,-0.85,0,0.4
shift left slowly,UnitreeGo2,0,-0.3,0,0,-0.4,0,0,-0.5,0,0,-0.55,0,0,-0.5,0,0,-0.4,0,0.6
continue moving left,UnitreeGo2,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.95,0,0,-0.8,0,0.45
slide to the left,UnitreeGo2,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0,0.45
move sideways left,UnitreeGo2,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.95,0,0,-0.8,0,0.45
take a quick step left,UnitreeGo2,0,-0.75,0,0,-0.95,0,0,-1,0,0,-1,0,0,-1,0,0,-0.85,0,0.4
head toward the left,UnitreeGo2,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-0.95,0,0,-0.9,0,0,-0.75,0,0.45
turn right,UnitreeGo2,0,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,1,0,0,0.85,0.4
rotate right,UnitreeGo2,0,0,0.65,0,0,0.85,0,0,1,0,0,1,0,0,1,0,0,0.85,0.4
turn clockwise,UnitreeGo2,0,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,0.95,0,0,0.8,0.45
turn right quickly,UnitreeGo2,0,0,0.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.95,0.4
turn right slowly,UnitreeGo2,0,0,0.3,0,0,0.4,0,0,0.5,0,0,0.55,0,0,0.5,0,0,0.4,0.6
keep turning right,UnitreeGo2,0,0,0.65,0,0,0.85,0,0,1,0,0,1,0,0,1,0,0,0.85,0.4
spin to the right,UnitreeGo2,0,0,0.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.95,0.4
pivot right,UnitreeGo2,0,0,0.55,0,0,0.75,0,0,0.9,0,0,1,0,0,0.95,0,0,0.8,0.45
rotate clockwise quickly,UnitreeGo2,0,0,0.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.95,0.4
make a right turn,UnitreeGo2,0,0,0.6,0,0,0.8,0,0,0.95,0,0,1,0,0,1,0,0,0.85,0.4
turn left,UnitreeGo2,0,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-1,0,0,-0.85,0.4
rotate left,UnitreeGo2,0,0,-0.65,0,0,-0.85,0,0,-1,0,0,-1,0,0,-1,0,0,-0.85,0.4
turn counterclockwise,UnitreeGo2,0,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-0.95,0,0,-0.8,0.45
turn left quickly,UnitreeGo2,0,0,-0.8,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-0.95,0.4
turn left slowly,UnitreeGo2,0,0,-0.3,0,0,-0.4,0,0,-0.5,0,0,-0.55,0,0,-0.5,0,0,-0.4,0.6
keep turning left,UnitreeGo2,0,0,-0.65,0,0,-0.85,0,0,-1,0,0,-1,0,0,-1,0,0,-0.85,0.4
spin to the left,UnitreeGo2,0,0,-0.8,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-0.95,0.4
pivot left,UnitreeGo2,0,0,-0.55,0,0,-0.75,0,0,-0.9,0,0,-1,0,0,-0.95,0,0,-0.8,0.45
rotate counterclockwise quickly,UnitreeGo2,0,0,-0.8,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-0.95,0.4
make a left turn,UnitreeGo2,0,0,-0.6,0,0,-0.8,0,0,-0.95,0,0,-1,0,0,-1,0,0,-0.85,0.4
move forward then backward,UnitreeGo2,0.8,0,0,1,0,0,0.7,0,0,-0.4,0,0,-0.8,0,0,-1,0,0,0.45
walk ahead then reverse,UnitreeGo2,0.7,0,0,0.95,0,0,0.6,0,0,-0.35,0,0,-0.75,0,0,-0.95,0,0,0.45
move backward then forward,UnitreeGo2,-0.8,0,0,-1,0,0,-0.7,0,0,0.4,0,0,0.8,0,0,1,0,0,0.45
